,REF_DATE,GEO,Institution type,Credential type,Registration status,Sex,VALUE
787818,1998/1999,Canada,College,Certificate,Full-time student,Females,
787819,1998/1999,Canada,College,Certificate,Full-time student,Sex unknown,
787820,1998/1999,Canada,College,Certificate,Part-time student,"Total, sex",
787821,1998/1999,Canada,College,Certificate,Part-time student,Males,
787822,1998/1999,Canada,College,Certificate,Part-time student,Females,
787823,1998/1999,Canada,College,Certificate,Part-time student,Sex unknown,
787979,1998/1999,Canada,College,Diploma,"Total, registration status","Total, sex",
787980,1998/1999,Canada,College,Diploma,"Total, registration status",Males,
787981,1998/1999,Canada,College,Diploma,"Total, registration status",Females,
787982,1998/1999,Canada,College,Diploma,"Total, registration status",Sex unknown,
787983,1998/1999,Canada,College,Diploma,Full-time student,"Total, sex",
787984,1998/1999,Canada,College,Diploma,Full-time student,Males,
787985,1998/1999,Canada,College,Diploma,Full-time student,Females,
787986,1998/1999,Canada,College,Diploma,Full-time student,Sex unknown,
787987,1998/1999,Canada,College,Diploma,Part-time student,"Total, sex",
787988,1998/1999,Canada,College,Diploma,Part-time student,Males,
787989,1998/1999,Canada,College,Diploma,Part-time student,Females,
787990,1998/1999,Canada,College,Diploma,Part-time student,Sex unknown,
788135,1998/1999,Canada,College,Degree (includes applied degree),"Total, registration status","Total, sex",
788136,1998/1999,Canada,College,Degree (includes applied degree),"Total, registration status",Males,
788137,1998/1999,Canada,College,Degree (includes applied degree),"Total, registration status",Females,
788138,1998/1999,Canada,College,Degree (includes applied degree),"Total, registration status",Sex unknown,
788139,1998/1999,Canada,College,Degree (includes applied degree),Full-time student,"Total, sex",
788140,1998/1999,Canada,College,Degree (includes applied degree),Full-time student,Males,
788141,1998/1999,Canada,College,Degree (includes applied degree),Full-time student,Females,
788142,1998/1999,Canada,College,Degree (includes applied degree),Full-time student,Sex unknown,
788143,1998/1999,Canada,College,Degree (includes applied degree),Part-time student,"Total, sex",
788144,1998/1999,Canada,College,Degree (includes applied degree),Part-time student,Males,
788145,1998/1999,Canada,College,Degree (includes applied degree),Part-time student,Females,
788146,1998/1999,Canada,College,Degree (includes applied degree),Part-time student,Sex unknown,
788291,1998/1999,Canada,College,Attestation and other short program credentials,"Total, registration status","Total, sex",
788292,1998/1999,Canada,College,Attestation and other short program credentials,"Total, registration status",Males,
788293,1998/1999,Canada,College,Attestation and other short program credentials,"Total, registration status",Females,
788294,1998/1999,Canada,College,Attestation and other short program credentials,"Total, registration status",Sex unknown,
788295,1998/1999,Canada,College,Attestation and other short program credentials,Full-time student,"Total, sex",
788296,1998/1999,Canada,College,Attestation and other short program credentials,Full-time student,Males,
788297,1998/1999,Canada,College,Attestation and other short program credentials,Full-time student,Females,
788298,1998/1999,Canada,College,Attestation and other short program credentials,Part-time student,"Total, sex",
788299,1998/1999,Canada,College,Attestation and other short program credentials,Part-time student,Males,
788300,1998/1999,Canada,College,Attestation and other short program credentials,Part-time student,Females,
788301,1998/1999,Canada,College,Attestation and other short program credentials,Part-time student,Sex unknown,
788435,1998/1999,Canada,College,Associate degree,"Total, registration status","Total, sex",
788436,1998/1999,Canada,College,Associate degree,"Total, registration status",Males,
788437,1998/1999,Canada,College,Associate degree,"Total, registration status",Females,
788438,1998/1999,Canada,College,Associate degree,Full-time student,"Total, sex",
788439,1998/1999,Canada,College,Associate degree,Full-time student,Males,
788440,1998/1999,Canada,College,Associate degree,Full-time student,Females,
788441,1998/1999,Canada,College,Associate degree,Part-time student,"Total, sex",
788442,1998/1999,Canada,College,Associate degree,Part-time student,Males,
788443,1998/1999,Canada,College,Associate degree,Part-time student,Females,
788578,1998/1999,Canada,College,Other type of credential associated with a program,"Total, registration status","Total, sex",28785.0
788579,1998/1999,Canada,College,Other type of credential associated with a program,"Total, registration status",Males,20478.0
788580,1998/1999,Canada,College,Other type of credential associated with a program,"Total, registration status",Females,8310.0
788581,1998/1999,Canada,College,Other type of credential associated with a program,"Total, registration status",Sex unknown,
788582,1998/1999,Canada,College,Other type of credential associated with a program,Full-time student,"Total, sex",24369.0
788583,1998/1999,Canada,College,Other type of credential associated with a program,Full-time student,Males,17850.0
788584,1998/1999,Canada,College,Other type of credential associated with a program,Full-time student,Females,6519.0
788585,1998/1999,Canada,College,Other type of credential associated with a program,Full-time student,Sex unknown,
788586,1998/1999,Canada,College,Other type of credential associated with a program,Part-time student,"Total, sex",4419.0
788587,1998/1999,Canada,College,Other type of credential associated with a program,Part-time student,Males,2628.0
788588,1998/1999,Canada,College,Other type of credential associated with a program,Part-time student,Females,1791.0
788589,1998/1999,Canada,College,Other type of credential associated with a program,Part-time student,Sex unknown,
788741,1998/1999,Canada,College,"Not applicable, credential type","Total, registration status","Total, sex",
788742,1998/1999,Canada,College,"Not applicable, credential type","Total, registration status",Males,
788743,1998/1999,Canada,College,"Not applicable, credential type","Total, registration status",Females,
788744,1998/1999,Canada,College,"Not applicable, credential type","Total, registration status",Sex unknown,
788745,1998/1999,Canada,College,"Not applicable, credential type",Full-time student,"Total, sex",
788746,1998/1999,Canada,College,"Not applicable, credential type",Full-time student,Males,
788747,1998/1999,Canada,College,"Not applicable, credential type",Full-time student,Females,
788748,1998/1999,Canada,College,"Not applicable, credential type",Full-time student,Sex unknown,
788749,1998/1999,Canada,College,"Not applicable, credential type",Part-time student,"Total, sex",
788750,1998/1999,Canada,College,"Not applicable, credential type",Part-time student,Males,
788751,1998/1999,Canada,College,"Not applicable, credential type",Part-time student,Females,
788752,1998/1999,Canada,College,"Not applicable, credential type",Part-time student,Sex unknown,
788888,1998/1999,Canada,College,"Total, credential type","Total, registration status","Total, sex",
788889,1998/1999,Canada,College,"Total, credential type","Total, registration status",Males,
788890,1998/1999,Canada,College,"Total, credential type","Total, registration status",Females,
788891,1998/1999,Canada,College,"Total, credential type",Full-time student,"Total, sex",
788892,1998/1999,Canada,College,"Total, credential type",Full-time student,Males,
788893,1998/1999,Canada,College,"Total, credential type",Full-time student,Females,
788894,1998/1999,Canada,College,"Total, credential type",Part-time student,"Total, sex",
788895,1998/1999,Canada,College,"Total, credential type",Part-time student,Males,
788896,1998/1999,Canada,College,"Total, credential type",Part-time student,Females,
789057,1998/1999,Canada,College,Certificate,"Total, registration status","Total, sex",
789058,1998/1999,Canada,College,Certificate,"Total, registration status",Females,
789059,1998/1999,Canada,College,Certificate,Part-time student,"Total, sex",
789060,1998/1999,Canada,College,Certificate,Part-time student,Females,
789138,1998/1999,Canada,College,Diploma,"Total, registration status","Total, sex",
789139,1998/1999,Canada,College,Diploma,"Total, registration status",Males,
789140,1998/1999,Canada,College,Diploma,"Total, registration status",Females,
789141,1998/1999,Canada,College,Diploma,Full-time student,"Total, sex",
789142,1998/1999,Canada,College,Diploma,Full-time student,Males,
789143,1998/1999,Canada,College,Diploma,Full-time student,Females,
789144,1998/1999,Canada,College,Diploma,Part-time student,"Total, sex",
789145,1998/1999,Canada,College,Diploma,Part-time student,Males,
789146,1998/1999,Canada,College,Diploma,Part-time student,Females,
